[   0.0s] loading gold from runs/encoder_gold_v4b_all.jsonl
[   1.0s] 986 gold records
[   1.0s] holdout mode: 98 held-out sentences, pool=790, train subset=788 (subset_seed=0)
[   1.0s] loading USVS from /home/user/NAOMI/consciousness_transformer/data/usvs
[  18.6s] USVS loaded: 117679 senses, d_axes=607
[  18.6s] pos_vocab=15 role_vocab=40
[  18.6s] policy params: 343,495 (~1.374 MB fp32)
[  18.6s] building features + derivations for 788 train records
[  20.6s] 2856 teacher-forced derivations
[  21.1s] dev-holdout eval targets from runs/encoder_gold_v2.jsonl: matched=98 missing=0
[ 597.2s] epoch 5 step 15350 avg_loss=18.279
[ 599.3s] epoch 5 step 15400 avg_loss=18.360
[ 601.1s] epoch 5 step 15450 avg_loss=18.300
[ 602.8s] epoch 5 step 15500 avg_loss=18.233
[ 604.8s] epoch 5 step 15550 avg_loss=18.264
[ 606.9s] epoch 5 step 15600 avg_loss=18.308
[ 609.0s] epoch 5 step 15650 avg_loss=18.492
[ 610.8s] epoch 5 step 15700 avg_loss=18.414
[ 612.4s] epoch 5 step 15750 avg_loss=18.301
[ 614.2s] epoch 5 step 15800 avg_loss=18.267
[ 616.0s] epoch 5 step 15850 avg_loss=18.225
[ 619.1s] eval step=500 train_avg_loss=18.220 dev_rank1_f1=0.3541 dev_edge_p=0.3118 dev_edge_r=0.4096
[ 619.8s] epoch 5 step 15900 avg_loss=18.233
[ 621.6s] epoch 5 step 15950 avg_loss=18.257
[ 623.3s] epoch 5 step 16000 avg_loss=18.140
[ 624.9s] epoch 5 step 16050 avg_loss=18.080
[ 627.2s] epoch 5 step 16100 avg_loss=18.107
[ 628.9s] epoch 5 step 16150 avg_loss=18.039
[ 630.6s] epoch 5 step 16200 avg_loss=17.953
[ 632.4s] epoch 5 step 16250 avg_loss=17.991
[ 634.3s] epoch 5 step 16300 avg_loss=18.066
[ 636.4s] epoch 5 step 16350 avg_loss=18.130
[ 638.4s] epoch 5 step 16400 avg_loss=18.091
[ 640.1s] epoch 5 step 16450 avg_loss=18.045
[ 641.8s] epoch 5 step 16500 avg_loss=18.045
[ 643.7s] epoch 5 step 16550 avg_loss=18.098
[ 645.5s] epoch 5 step 16600 avg_loss=18.088
[ 647.5s] epoch 5 step 16650 avg_loss=18.107
[ 649.2s] epoch 5 step 16700 avg_loss=18.133
[ 651.0s] epoch 5 step 16750 avg_loss=18.168
[ 652.8s] epoch 5 step 16800 avg_loss=18.125
[ 654.5s] epoch 5 step 16850 avg_loss=18.102
[ 656.2s] epoch 5 step 16900 avg_loss=18.065
[ 658.1s] epoch 5 step 16950 avg_loss=18.082
[ 660.0s] epoch 5 step 17000 avg_loss=18.041
[ 661.9s] epoch 5 step 17050 avg_loss=17.999
[ 663.8s] epoch 5 step 17100 avg_loss=17.941
[ 665.0s] === epoch 5 done: avg_loss=17.873 (n=2856 derivations) ===
[ 665.5s] epoch 6 step 17150 avg_loss=12.051
[ 667.6s] epoch 6 step 17200 avg_loss=17.089
[ 669.6s] epoch 6 step 17250 avg_loss=16.577
[ 671.4s] epoch 6 step 17300 avg_loss=15.331
[ 673.2s] epoch 6 step 17350 avg_loss=15.233
[ 675.1s] epoch 6 step 17400 avg_loss=15.542
[ 676.9s] epoch 6 step 17450 avg_loss=15.464
[ 679.0s] epoch 6 step 17500 avg_loss=15.304
[ 681.0s] epoch 6 step 17550 avg_loss=15.437
[ 682.9s] epoch 6 step 17600 avg_loss=15.514
[ 684.9s] epoch 6 step 17650 avg_loss=15.304
[ 687.0s] epoch 6 step 17700 avg_loss=15.661
[ 688.8s] epoch 6 step 17750 avg_loss=15.703
[ 691.0s] epoch 6 step 17800 avg_loss=15.867
[ 692.6s] epoch 6 step 17850 avg_loss=15.740
[ 694.5s] epoch 6 step 17900 avg_loss=15.494
[ 696.4s] epoch 6 step 17950 avg_loss=15.587
[ 698.5s] epoch 6 step 18000 avg_loss=15.826
[ 700.5s] epoch 6 step 18050 avg_loss=15.892
[ 702.5s] epoch 6 step 18100 avg_loss=16.099
[ 704.4s] epoch 6 step 18150 avg_loss=16.112
[ 706.3s] epoch 6 step 18200 avg_loss=16.118
